,name,Gini_eigen,Gini_nonback,CV_eigen,CV_nonback,IPV4_eigen,IPV4_nonback
22,100000_13.0.edgelist,0.9658649240408798,0.7722950839132626,4.7043430660045065,0.9798358494847939,0.21667795443363014,0.5770119296450862
23,100000_4_3.3.edgelist,0.6385609396821683,0.45302802547029275,0.3428682600570679,0.1468355381754129,0.03071247076932342,0.2428687643128904
24,_powerlaw_3.3_mink_2_p_0.1_assort.edgelist,0.9787007129300757,0.7426338294695265,5.9081752811307835,0.826175970751626,0.2290190339404794,0.192237059129104
25,100000_5_3.3.edgelist,0.6715926371147914,0.47545775300294546,0.33524030192647475,0.13251629796354145,0.06973313260264466,1.205879095128556
26,_powerlaw_3.3_mink_2_p_0.7_assort.edgelist,0.9397065802341568,0.8702131890789012,2.9691157821231045,1.3438199595467795,0.10226542868148951,1.0430612871168357
27,_powerlaw_3.3_mink_2_p_0.3_assort.edgelist,0.9608206737117533,0.8025847824273549,3.8227426190587144,1.0428869420006146,0.12418312365094922,0.6334011452691636
28,100000_12.2.edgelist,0.7967263728578942,0.7668442723190336,0.958103987975282,0.8748190854082522,0.04844081048251679,76.04047848136524
29,_powerlaw_3.3_mink_2_p_0.6_dissort.edgelist,0.992472574827208,0.6553549609923812,7.5203472323404785,0.6804218930918214,0.2431679887421519,0.09299518685455475
30,_powerlaw_3.3_mink_2_p_0.4_assort.edgelist,0.9539993251117158,0.8073546291156466,4.008131063496191,1.0178516074019786,0.18159676125372667,0.429665378057258
31,_powerlaw_3.3_mink_2_p_0.1_dissort.edgelist,0.9834013207383688,0.7430414193703058,6.2677599279015865,0.8706770256252366,0.23423470326231158,0.26606478696936636
32,100000_13.4.edgelist,0.985906882728564,0.6780070273572132,7.833724791253586,0.7720195740111176,0.22756281044512267,0.0957668694823317
33,100000_12.3.edgelist,0.8279949273428195,0.7908552519296119,1.150230341165923,0.9691753844350502,0.0644349732315088,45.690043235735885
34,100000_3_3.3.edgelist,0.8486817937064991,0.5205003557012003,1.2022527303740702,0.22552630974291507,0.19417126668726153,0.4122805963420875
35,100000_13.1.edgelist,0.9775421381987467,0.7415054545767104,5.895769928815468,0.8991992806296636,0.23169595590329328,0.2883427772223963
36,_powerlaw_3.3_mink_2_p_0.8_assort.edgelist,0.9380645760302841,0.8825566130373069,2.7630126123309307,1.4131169864867037,0.07613380638835072,1.002604187061814
37,_powerlaw_3.3_mink_2_p_0.3_dissort.edgelist,0.9900291860246052,0.6760182888142905,6.879844793211786,0.6961752258619531,0.2359741162402638,0.1035600988688873
38,100000_12.1.edgelist,0.7575734562968938,0.7366829541303457,0.7887643420856962,0.7665333823121717,0.03181549941632419,115.25059997372716
39,_powerlaw_3.3_mink_2_p_0.5_dissort.edgelist,0.9919558906930935,0.6611988017530737,7.453588831713933,0.6889642233697564,0.24292875149417,0.0986687287652524
40,_powerlaw_3.3_mink_2_p_0.9_assort.edgelist,0.9397662984329465,0.8994499885729861,2.659175126552987,1.5549024144346009,0.05505872933131578,1.4924263760940875
41,100000_13.3.edgelist,0.9888634921661051,0.663927342007212,8.477204626976711,0.67858169322015,0.2408788686934126,0.039033922526369134
42,100000_12.6.edgelist,0.9104410464954491,0.8216321233387249,2.2373950485095966,1.070127179518736,0.1819317723186436,7.992920393473315
43,_powerlaw_3.3_mink_2_p_0.8_dissort.edgelist,0.9937562472202951,0.6412772153310407,7.696386869052007,0.6682209639378548,0.2432175327738709,0.09062457197107014
44,100000_13.9.edgelist,0.994961511224346,0.5652036997158656,11.627825296785886,0.5232518961573522,0.23313527713099227,0.009540175975737171
45,100000_13.7.edgelist,0.9908675754602593,0.6077180431236331,9.094283713270785,0.6132951093890152,0.20542338897727647,0.02665707388455966
46,100000_12.8.edgelist,0.9441560033493631,0.8013013163573652,3.5066791025264465,1.0279711547105304,0.2180163157948928,1.6232873567657489
47,_powerlaw_3.3_mink_2_p_1.0_assort.edgelist,0.9449893689121761,0.9187518835740475,2.6490768376297797,1.76900371081003,0.041572698462271504,2.3164719174142925
48,100000_8_3.3.edgelist,0.5139556733746709,0.4013182301371747,0.12995257683780487,0.07279149872515273,0.03486633336652155,1.3357889550376443
