"","infection_time","interaction","name","selected","shared interaction","shared name"
"426","-1","interacts with","275.0 (interacts with) 276.0","false","interacts with","275.0 (interacts with) 276.0"
"529","-1","interacts with","168.0 (interacts with) 212.0","false","interacts with","168.0 (interacts with) 212.0"
"528","8","interacts with","168.0 (interacts with) 107.0","false","interacts with","168.0 (interacts with) 107.0"
"527","-1","interacts with","135.0 (interacts with) 355.0","false","interacts with","135.0 (interacts with) 355.0"
"526","2","interacts with","135.0 (interacts with) 164.0","false","interacts with","135.0 (interacts with) 164.0"
"525","-1","interacts with","81.0 (interacts with) 207.0","false","interacts with","81.0 (interacts with) 207.0"
"524","9","interacts with","81.0 (interacts with) 123.0","false","interacts with","81.0 (interacts with) 123.0"
"523","-1","interacts with","81.0 (interacts with) 122.0","false","interacts with","81.0 (interacts with) 122.0"
"522","-1","interacts with","81.0 (interacts with) 28.0","false","interacts with","81.0 (interacts with) 28.0"
"521","-1","interacts with","221.0 (interacts with) 293.0","false","interacts with","221.0 (interacts with) 293.0"
"520","-1","interacts with","368.0 (interacts with) 162.0","false","interacts with","368.0 (interacts with) 162.0"
"519","-1","interacts with","368.0 (interacts with) 366.0","false","interacts with","368.0 (interacts with) 366.0"
"518","-1","interacts with","375.0 (interacts with) 207.0","false","interacts with","375.0 (interacts with) 207.0"
"517","-1","interacts with","375.0 (interacts with) 137.0","false","interacts with","375.0 (interacts with) 137.0"
"516","-1","interacts with","274.0 (interacts with) 188.0","false","interacts with","274.0 (interacts with) 188.0"
"535","-1","interacts with","116.0 (interacts with) 271.0","false","interacts with","116.0 (interacts with) 271.0"
"534","-1","interacts with","116.0 (interacts with) 320.0","false","interacts with","116.0 (interacts with) 320.0"
"533","-1","interacts with","116.0 (interacts with) 41.0","false","interacts with","116.0 (interacts with) 41.0"
"532","-1","interacts with","116.0 (interacts with) 10.0","false","interacts with","116.0 (interacts with) 10.0"
"531","-1","interacts with","324.0 (interacts with) 104.0","false","interacts with","324.0 (interacts with) 104.0"
"530","-1","interacts with","324.0 (interacts with) 222.0","false","interacts with","324.0 (interacts with) 222.0"
"631","-1","interacts with","356.0 (interacts with) 206.0","false","interacts with","356.0 (interacts with) 206.0"
"630","-1","interacts with","356.0 (interacts with) 354.0","false","interacts with","356.0 (interacts with) 354.0"
"629","-1","interacts with","356.0 (interacts with) 68.0","false","interacts with","356.0 (interacts with) 68.0"
"546","-1","interacts with","104.0 (interacts with) 91.0","false","interacts with","104.0 (interacts with) 91.0"
"788","-1","interacts with","33.0 (interacts with) 288.0","false","interacts with","33.0 (interacts with) 288.0"
"787","-1","interacts with","33.0 (interacts with) 36.0","false","interacts with","33.0 (interacts with) 36.0"
"786","-1","interacts with","33.0 (interacts with) 34.0","false","interacts with","33.0 (interacts with) 34.0"
"785","8","interacts with","33.0 (interacts with) 31.0","false","interacts with","33.0 (interacts with) 31.0"
"551","-1","interacts with","156.0 (interacts with) 178.0","false","interacts with","156.0 (interacts with) 178.0"
"693","-1","interacts with","89.0 (interacts with) 246.0","false","interacts with","89.0 (interacts with) 246.0"
"692","-1","interacts with","89.0 (interacts with) 84.0","false","interacts with","89.0 (interacts with) 84.0"
"690","-1","interacts with","88.0 (interacts with) 89.0","false","interacts with","88.0 (interacts with) 89.0"
"689","-1","interacts with","88.0 (interacts with) 82.0","false","interacts with","88.0 (interacts with) 82.0"
"688","-1","interacts with","88.0 (interacts with) 232.0","false","interacts with","88.0 (interacts with) 232.0"
"654","4","interacts with","239.0 (interacts with) 246.0","false","interacts with","239.0 (interacts with) 246.0"
"484","-1","interacts with","334.0 (interacts with) 41.0","false","interacts with","334.0 (interacts with) 41.0"
"483","-1","interacts with","334.0 (interacts with) 121.0","false","interacts with","334.0 (interacts with) 121.0"
"482","-1","interacts with","334.0 (interacts with) 273.0","false","interacts with","334.0 (interacts with) 273.0"
"481","-1","interacts with","334.0 (interacts with) 89.0","false","interacts with","334.0 (interacts with) 89.0"
"480","-1","interacts with","334.0 (interacts with) 335.0","false","interacts with","334.0 (interacts with) 335.0"
"479","-1","interacts with","24.0 (interacts with) 66.0","false","interacts with","24.0 (interacts with) 66.0"
"478","-1","interacts with","24.0 (interacts with) 94.0","false","interacts with","24.0 (interacts with) 94.0"
"477","-1","interacts with","24.0 (interacts with) 354.0","false","interacts with","24.0 (interacts with) 354.0"
"476","-1","interacts with","24.0 (interacts with) 33.0","false","interacts with","24.0 (interacts with) 33.0"
"475","-1","interacts with","24.0 (interacts with) 232.0","false","interacts with","24.0 (interacts with) 232.0"
"474","-1","interacts with","24.0 (interacts with) 140.0","false","interacts with","24.0 (interacts with) 140.0"
"473","-1","interacts with","17.0 (interacts with) 135.0","false","interacts with","17.0 (interacts with) 135.0"
"472","-1","interacts with","17.0 (interacts with) 24.0","false","interacts with","17.0 (interacts with) 24.0"
"471","-1","interacts with","17.0 (interacts with) 245.0","false","interacts with","17.0 (interacts with) 245.0"
"470","-1","interacts with","17.0 (interacts with) 29.0","false","interacts with","17.0 (interacts with) 29.0"
"469","-1","interacts with","18.0 (interacts with) 365.0","false","interacts with","18.0 (interacts with) 365.0"
"468","-1","interacts with","18.0 (interacts with) 261.0","false","interacts with","18.0 (interacts with) 261.0"
"467","-1","interacts with","18.0 (interacts with) 58.0","false","interacts with","18.0 (interacts with) 58.0"
"466","-1","interacts with","18.0 (interacts with) 17.0","false","interacts with","18.0 (interacts with) 17.0"
"465","-1","interacts with","136.0 (interacts with) 264.0","false","interacts with","136.0 (interacts with) 264.0"
"464","-1","interacts with","92.0 (interacts with) 270.0","false","interacts with","92.0 (interacts with) 270.0"
"463","-1","interacts with","92.0 (interacts with) 96.0","false","interacts with","92.0 (interacts with) 96.0"
"462","-1","interacts with","92.0 (interacts with) 133.0","false","interacts with","92.0 (interacts with) 133.0"
"461","-1","interacts with","92.0 (interacts with) 130.0","false","interacts with","92.0 (interacts with) 130.0"
"460","-1","interacts with","92.0 (interacts with) 218.0","false","interacts with","92.0 (interacts with) 218.0"
"459","-1","interacts with","303.0 (interacts with) 91.0","false","interacts with","303.0 (interacts with) 91.0"
"458","-1","interacts with","303.0 (interacts with) 379.0","false","interacts with","303.0 (interacts with) 379.0"
"457","-1","interacts with","303.0 (interacts with) 349.0","false","interacts with","303.0 (interacts with) 349.0"
"456","-1","interacts with","303.0 (interacts with) 72.0","false","interacts with","303.0 (interacts with) 72.0"
"455","-1","interacts with","303.0 (interacts with) 140.0","false","interacts with","303.0 (interacts with) 140.0"
"454","-1","interacts with","303.0 (interacts with) 21.0","false","interacts with","303.0 (interacts with) 21.0"
"453","-1","interacts with","303.0 (interacts with) 172.0","false","interacts with","303.0 (interacts with) 172.0"
"452","-1","interacts with","40.0 (interacts with) 97.0","false","interacts with","40.0 (interacts with) 97.0"
"451","-1","interacts with","40.0 (interacts with) 282.0","false","interacts with","40.0 (interacts with) 282.0"
"450","-1","interacts with","40.0 (interacts with) 240.0","false","interacts with","40.0 (interacts with) 240.0"
"449","-1","interacts with","40.0 (interacts with) 239.0","false","interacts with","40.0 (interacts with) 239.0"
"448","-1","interacts with","40.0 (interacts with) 173.0","false","interacts with","40.0 (interacts with) 173.0"
"447","-1","interacts with","40.0 (interacts with) 39.0","false","interacts with","40.0 (interacts with) 39.0"
"446","-1","interacts with","352.0 (interacts with) 203.0","false","interacts with","352.0 (interacts with) 203.0"
"445","-1","interacts with","352.0 (interacts with) 354.0","false","interacts with","352.0 (interacts with) 354.0"
"444","-1","interacts with","352.0 (interacts with) 353.0","false","interacts with","352.0 (interacts with) 353.0"
"443","-1","interacts with","352.0 (interacts with) 351.0","false","interacts with","352.0 (interacts with) 351.0"
"442","-1","interacts with","352.0 (interacts with) 301.0","false","interacts with","352.0 (interacts with) 301.0"
"441","-1","interacts with","189.0 (interacts with) 193.0","false","interacts with","189.0 (interacts with) 193.0"
"440","-1","interacts with","112.0 (interacts with) 118.0","false","interacts with","112.0 (interacts with) 118.0"
"439","-1","interacts with","112.0 (interacts with) 339.0","false","interacts with","112.0 (interacts with) 339.0"
"425","-1","interacts with","65.0 (interacts with) 329.0","false","interacts with","65.0 (interacts with) 329.0"
"424","-1","interacts with","65.0 (interacts with) 212.0","false","interacts with","65.0 (interacts with) 212.0"
"423","-1","interacts with","65.0 (interacts with) 344.0","false","interacts with","65.0 (interacts with) 344.0"
"422","7","interacts with","65.0 (interacts with) 299.0","false","interacts with","65.0 (interacts with) 299.0"
"421","-1","interacts with","65.0 (interacts with) 265.0","false","interacts with","65.0 (interacts with) 265.0"
"420","-1","interacts with","65.0 (interacts with) 62.0","false","interacts with","65.0 (interacts with) 62.0"
"419","-1","interacts with","42.0 (interacts with) 116.0","false","interacts with","42.0 (interacts with) 116.0"
"418","-1","interacts with","42.0 (interacts with) 110.0","false","interacts with","42.0 (interacts with) 110.0"
"417","-1","interacts with","42.0 (interacts with) 243.0","false","interacts with","42.0 (interacts with) 243.0"
"416","-1","interacts with","42.0 (interacts with) 41.0","false","interacts with","42.0 (interacts with) 41.0"
"415","-1","interacts with","23.0 (interacts with) 270.0","false","interacts with","23.0 (interacts with) 270.0"
"414","-1","interacts with","23.0 (interacts with) 220.0","false","interacts with","23.0 (interacts with) 220.0"
"413","-1","interacts with","23.0 (interacts with) 55.0","false","interacts with","23.0 (interacts with) 55.0"
"412","-1","interacts with","23.0 (interacts with) 50.0","false","interacts with","23.0 (interacts with) 50.0"
"411","-1","interacts with","23.0 (interacts with) 24.0","false","interacts with","23.0 (interacts with) 24.0"
"410","-1","interacts with","23.0 (interacts with) 21.0","false","interacts with","23.0 (interacts with) 21.0"
"409","-1","interacts with","373.0 (interacts with) 280.0","false","interacts with","373.0 (interacts with) 280.0"
"408","-1","interacts with","373.0 (interacts with) 76.0","false","interacts with","373.0 (interacts with) 76.0"
"407","-1","interacts with","373.0 (interacts with) 348.0","false","interacts with","373.0 (interacts with) 348.0"
"406","5","interacts with","26.0 (interacts with) 42.0","false","interacts with","26.0 (interacts with) 42.0"
"405","-1","interacts with","26.0 (interacts with) 303.0","false","interacts with","26.0 (interacts with) 303.0"
"404","-1","interacts with","26.0 (interacts with) 87.0","false","interacts with","26.0 (interacts with) 87.0"
"403","6","interacts with","26.0 (interacts with) 91.0","false","interacts with","26.0 (interacts with) 91.0"
"402","6","interacts with","26.0 (interacts with) 175.0","false","interacts with","26.0 (interacts with) 175.0"
"401","-1","interacts with","26.0 (interacts with) 317.0","false","interacts with","26.0 (interacts with) 317.0"
"400","-1","interacts with","26.0 (interacts with) 296.0","false","interacts with","26.0 (interacts with) 296.0"
"399","-1","interacts with","26.0 (interacts with) 234.0","false","interacts with","26.0 (interacts with) 234.0"
"398","-1","interacts with","26.0 (interacts with) 125.0","false","interacts with","26.0 (interacts with) 125.0"
"397","-1","interacts with","26.0 (interacts with) 108.0","false","interacts with","26.0 (interacts with) 108.0"
"396","-1","interacts with","26.0 (interacts with) 40.0","false","interacts with","26.0 (interacts with) 40.0"
"395","-1","interacts with","26.0 (interacts with) 27.0","false","interacts with","26.0 (interacts with) 27.0"
"394","-1","interacts with","26.0 (interacts with) 7.0","false","interacts with","26.0 (interacts with) 7.0"
"393","-1","interacts with","51.0 (interacts with) 102.0","false","interacts with","51.0 (interacts with) 102.0"
"392","-1","interacts with","51.0 (interacts with) 88.0","false","interacts with","51.0 (interacts with) 88.0"
"391","-1","interacts with","51.0 (interacts with) 50.0","false","interacts with","51.0 (interacts with) 50.0"
"390","-1","interacts with","51.0 (interacts with) 238.0","false","interacts with","51.0 (interacts with) 238.0"
"389","-1","interacts with","100.0 (interacts with) 351.0","false","interacts with","100.0 (interacts with) 351.0"
"388","-1","interacts with","100.0 (interacts with) 101.0","false","interacts with","100.0 (interacts with) 101.0"
"387","-1","interacts with","100.0 (interacts with) 56.0","false","interacts with","100.0 (interacts with) 56.0"
"386","-1","interacts with","100.0 (interacts with) 66.0","false","interacts with","100.0 (interacts with) 66.0"
"385","-1","interacts with","100.0 (interacts with) 76.0","false","interacts with","100.0 (interacts with) 76.0"
"384","-1","interacts with","100.0 (interacts with) 51.0","false","interacts with","100.0 (interacts with) 51.0"
"383","-1","interacts with","100.0 (interacts with) 65.0","false","interacts with","100.0 (interacts with) 65.0"
"382","-1","interacts with","85.0 (interacts with) 89.0","false","interacts with","85.0 (interacts with) 89.0"
"381","-1","interacts with","85.0 (interacts with) 88.0","false","interacts with","85.0 (interacts with) 88.0"
"380","-1","interacts with","85.0 (interacts with) 87.0","false","interacts with","85.0 (interacts with) 87.0"
"379","-1","interacts with","85.0 (interacts with) 82.0","false","interacts with","85.0 (interacts with) 82.0"
"378","-1","interacts with","85.0 (interacts with) 303.0","false","interacts with","85.0 (interacts with) 303.0"
"377","10","interacts with","85.0 (interacts with) 81.0","false","interacts with","85.0 (interacts with) 81.0"
"376","-1","interacts with","85.0 (interacts with) 21.0","false","interacts with","85.0 (interacts with) 21.0"
"375","-1","interacts with","150.0 (interacts with) 271.0","false","interacts with","150.0 (interacts with) 271.0"
"374","-1","interacts with","150.0 (interacts with) 270.0","false","interacts with","150.0 (interacts with) 270.0"
"373","-1","interacts with","150.0 (interacts with) 42.0","false","interacts with","150.0 (interacts with) 42.0"
"372","-1","interacts with","150.0 (interacts with) 107.0","false","interacts with","150.0 (interacts with) 107.0"
"371","-1","interacts with","150.0 (interacts with) 334.0","false","interacts with","150.0 (interacts with) 334.0"
"370","-1","interacts with","170.0 (interacts with) 253.0","false","interacts with","170.0 (interacts with) 253.0"
"369","-1","interacts with","170.0 (interacts with) 88.0","false","interacts with","170.0 (interacts with) 88.0"
"368","-1","interacts with","170.0 (interacts with) 364.0","false","interacts with","170.0 (interacts with) 364.0"
"367","5","interacts with","170.0 (interacts with) 76.0","false","interacts with","170.0 (interacts with) 76.0"
"366","-1","interacts with","170.0 (interacts with) 51.0","false","interacts with","170.0 (interacts with) 51.0"
"365","-1","interacts with","170.0 (interacts with) 17.0","false","interacts with","170.0 (interacts with) 17.0"
"364","11","interacts with","214.0 (interacts with) 85.0","false","interacts with","214.0 (interacts with) 85.0"
"363","12","interacts with","214.0 (interacts with) 351.0","false","interacts with","214.0 (interacts with) 351.0"
"362","12","interacts with","214.0 (interacts with) 348.0","false","interacts with","214.0 (interacts with) 348.0"
"361","-1","interacts with","214.0 (interacts with) 212.0","false","interacts with","214.0 (interacts with) 212.0"
"360","-1","interacts with","214.0 (interacts with) 211.0","false","interacts with","214.0 (interacts with) 211.0"
"359","-1","interacts with","214.0 (interacts with) 210.0","false","interacts with","214.0 (interacts with) 210.0"
"358","-1","interacts with","214.0 (interacts with) 61.0","false","interacts with","214.0 (interacts with) 61.0"
"357","-1","interacts with","374.0 (interacts with) 329.0","false","interacts with","374.0 (interacts with) 329.0"
"356","-1","interacts with","374.0 (interacts with) 87.0","false","interacts with","374.0 (interacts with) 87.0"
"355","-1","interacts with","314.0 (interacts with) 242.0","false","interacts with","314.0 (interacts with) 242.0"
"354","-1","interacts with","314.0 (interacts with) 367.0","false","interacts with","314.0 (interacts with) 367.0"
"353","-1","interacts with","314.0 (interacts with) 223.0","false","interacts with","314.0 (interacts with) 223.0"
"352","-1","interacts with","298.0 (interacts with) 123.0","false","interacts with","298.0 (interacts with) 123.0"
"351","-1","interacts with","298.0 (interacts with) 149.0","false","interacts with","298.0 (interacts with) 149.0"
"350","-1","interacts with","237.0 (interacts with) 229.0","false","interacts with","237.0 (interacts with) 229.0"
"349","-1","interacts with","237.0 (interacts with) 238.0","false","interacts with","237.0 (interacts with) 238.0"
"348","5","interacts with","236.0 (interacts with) 170.0","false","interacts with","236.0 (interacts with) 170.0"
"347","-1","interacts with","236.0 (interacts with) 26.0","false","interacts with","236.0 (interacts with) 26.0"
"346","6","interacts with","236.0 (interacts with) 21.0","false","interacts with","236.0 (interacts with) 21.0"
"345","-1","interacts with","236.0 (interacts with) 240.0","false","interacts with","236.0 (interacts with) 240.0"
"344","-1","interacts with","236.0 (interacts with) 239.0","false","interacts with","236.0 (interacts with) 239.0"
"343","-1","interacts with","231.0 (interacts with) 349.0","false","interacts with","231.0 (interacts with) 349.0"
"342","2","interacts with","231.0 (interacts with) 135.0","false","interacts with","231.0 (interacts with) 135.0"
"341","-1","interacts with","231.0 (interacts with) 100.0","false","interacts with","231.0 (interacts with) 100.0"
"340","-1","interacts with","231.0 (interacts with) 60.0","false","interacts with","231.0 (interacts with) 60.0"
"339","-1","interacts with","231.0 (interacts with) 257.0","false","interacts with","231.0 (interacts with) 257.0"
"338","3","interacts with","231.0 (interacts with) 239.0","false","interacts with","231.0 (interacts with) 239.0"
"337","-1","interacts with","231.0 (interacts with) 236.0","false","interacts with","231.0 (interacts with) 236.0"
"336","-1","interacts with","231.0 (interacts with) 26.0","false","interacts with","231.0 (interacts with) 26.0"
"335","-1","interacts with","204.0 (interacts with) 81.0","false","interacts with","204.0 (interacts with) 81.0"
"334","-1","interacts with","204.0 (interacts with) 298.0","false","interacts with","204.0 (interacts with) 298.0"
"333","-1","interacts with","204.0 (interacts with) 245.0","false","interacts with","204.0 (interacts with) 245.0"
"332","-1","interacts with","204.0 (interacts with) 199.0","false","interacts with","204.0 (interacts with) 199.0"
"331","-1","interacts with","202.0 (interacts with) 102.0","false","interacts with","202.0 (interacts with) 102.0"
"330","-1","interacts with","202.0 (interacts with) 155.0","false","interacts with","202.0 (interacts with) 155.0"
"329","-1","interacts with","202.0 (interacts with) 204.0","false","interacts with","202.0 (interacts with) 204.0"
"328","-1","interacts with","202.0 (interacts with) 203.0","false","interacts with","202.0 (interacts with) 203.0"
"327","-1","interacts with","202.0 (interacts with) 200.0","false","interacts with","202.0 (interacts with) 200.0"
"326","-1","interacts with","177.0 (interacts with) 237.0","false","interacts with","177.0 (interacts with) 237.0"
"325","-1","interacts with","177.0 (interacts with) 26.0","false","interacts with","177.0 (interacts with) 26.0"
"324","-1","interacts with","177.0 (interacts with) 114.0","false","interacts with","177.0 (interacts with) 114.0"
"323","-1","interacts with","177.0 (interacts with) 42.0","false","interacts with","177.0 (interacts with) 42.0"
"322","-1","interacts with","176.0 (interacts with) 41.0","false","interacts with","176.0 (interacts with) 41.0"
"321","-1","interacts with","176.0 (interacts with) 80.0","false","interacts with","176.0 (interacts with) 80.0"
"320","-1","interacts with","176.0 (interacts with) 183.0","false","interacts with","176.0 (interacts with) 183.0"
"319","-1","interacts with","176.0 (interacts with) 150.0","false","interacts with","176.0 (interacts with) 150.0"
"318","-1","interacts with","176.0 (interacts with) 177.0","false","interacts with","176.0 (interacts with) 177.0"
"317","-1","interacts with","83.0 (interacts with) 318.0","false","interacts with","83.0 (interacts with) 318.0"
"316","-1","interacts with","83.0 (interacts with) 263.0","false","interacts with","83.0 (interacts with) 263.0"
"315","-1","interacts with","83.0 (interacts with) 262.0","false","interacts with","83.0 (interacts with) 262.0"
"314","-1","interacts with","83.0 (interacts with) 84.0","false","interacts with","83.0 (interacts with) 84.0"
"313","-1","interacts with","83.0 (interacts with) 26.0","false","interacts with","83.0 (interacts with) 26.0"
"312","-1","interacts with","83.0 (interacts with) 236.0","false","interacts with","83.0 (interacts with) 236.0"
"311","-1","interacts with","69.0 (interacts with) 277.0","false","interacts with","69.0 (interacts with) 277.0"
"310","-1","interacts with","69.0 (interacts with) 240.0","false","interacts with","69.0 (interacts with) 240.0"
"309","8","interacts with","69.0 (interacts with) 123.0","false","interacts with","69.0 (interacts with) 123.0"
"308","-1","interacts with","69.0 (interacts with) 68.0","false","interacts with","69.0 (interacts with) 68.0"
"307","-1","interacts with","69.0 (interacts with) 231.0","false","interacts with","69.0 (interacts with) 231.0"
"306","1","interacts with","169.0 (interacts with) 135.0","false","interacts with","169.0 (interacts with) 135.0"
"305","-1","interacts with","169.0 (interacts with) 358.0","false","interacts with","169.0 (interacts with) 358.0"
"304","-1","interacts with","169.0 (interacts with) 291.0","false","interacts with","169.0 (interacts with) 291.0"
"303","-1","interacts with","169.0 (interacts with) 205.0","false","interacts with","169.0 (interacts with) 205.0"
"302","-1","interacts with","169.0 (interacts with) 168.0","false","interacts with","169.0 (interacts with) 168.0"
"301","-1","interacts with","169.0 (interacts with) 140.0","false","interacts with","169.0 (interacts with) 140.0"
"300","1","interacts with","169.0 (interacts with) 51.0","false","interacts with","169.0 (interacts with) 51.0"
"299","-1","interacts with","169.0 (interacts with) 172.0","false","interacts with","169.0 (interacts with) 172.0"
"298","-1","interacts with","169.0 (interacts with) 17.0","false","interacts with","169.0 (interacts with) 17.0"
"297","-1","interacts with","169.0 (interacts with) 26.0","false","interacts with","169.0 (interacts with) 26.0"
"296","-1","interacts with","32.0 (interacts with) 88.0","false","interacts with","32.0 (interacts with) 88.0"
"295","-1","interacts with","32.0 (interacts with) 60.0","false","interacts with","32.0 (interacts with) 60.0"
"294","6","interacts with","32.0 (interacts with) 76.0","false","interacts with","32.0 (interacts with) 76.0"
"293","-1","interacts with","32.0 (interacts with) 36.0","false","interacts with","32.0 (interacts with) 36.0"
"292","-1","interacts with","32.0 (interacts with) 34.0","false","interacts with","32.0 (interacts with) 34.0"
"291","-1","interacts with","32.0 (interacts with) 40.0","false","interacts with","32.0 (interacts with) 40.0"
"290","-1","interacts with","32.0 (interacts with) 51.0","false","interacts with","32.0 (interacts with) 51.0"
"289","7","interacts with","32.0 (interacts with) 33.0","false","interacts with","32.0 (interacts with) 33.0"
"288","-1","interacts with","32.0 (interacts with) 24.0","false","interacts with","32.0 (interacts with) 24.0"
"287","-1","interacts with","32.0 (interacts with) 21.0","false","interacts with","32.0 (interacts with) 21.0"
"286","-1","interacts with","32.0 (interacts with) 146.0","false","interacts with","32.0 (interacts with) 146.0"
"285","-1","interacts with","119.0 (interacts with) 354.0","false","interacts with","119.0 (interacts with) 354.0"
"284","-1","interacts with","119.0 (interacts with) 72.0","false","interacts with","119.0 (interacts with) 72.0"
"283","-1","interacts with","119.0 (interacts with) 49.0","false","interacts with","119.0 (interacts with) 49.0"
"282","-1","interacts with","119.0 (interacts with) 108.0","false","interacts with","119.0 (interacts with) 108.0"
"281","-1","interacts with","119.0 (interacts with) 106.0","false","interacts with","119.0 (interacts with) 106.0"
"280","-1","interacts with","119.0 (interacts with) 51.0","false","interacts with","119.0 (interacts with) 51.0"
"279","-1","interacts with","8.0 (interacts with) 100.0","false","interacts with","8.0 (interacts with) 100.0"
"278","5","interacts with","8.0 (interacts with) 170.0","false","interacts with","8.0 (interacts with) 170.0"
"277","-1","interacts with","8.0 (interacts with) 265.0","false","interacts with","8.0 (interacts with) 265.0"
"276","-1","interacts with","8.0 (interacts with) 51.0","false","interacts with","8.0 (interacts with) 51.0"
"275","-1","interacts with","8.0 (interacts with) 135.0","false","interacts with","8.0 (interacts with) 135.0"
"274","-1","interacts with","8.0 (interacts with) 88.0","false","interacts with","8.0 (interacts with) 88.0"
"273","-1","interacts with","8.0 (interacts with) 104.0","false","interacts with","8.0 (interacts with) 104.0"
"272","6","interacts with","8.0 (interacts with) 299.0","false","interacts with","8.0 (interacts with) 299.0"
"271","-1","interacts with","8.0 (interacts with) 65.0","false","interacts with","8.0 (interacts with) 65.0"
"270","-1","interacts with","201.0 (interacts with) 32.0","false","interacts with","201.0 (interacts with) 32.0"
"269","-1","interacts with","201.0 (interacts with) 42.0","false","interacts with","201.0 (interacts with) 42.0"
"268","-1","interacts with","201.0 (interacts with) 101.0","false","interacts with","201.0 (interacts with) 101.0"
"267","-1","interacts with","201.0 (interacts with) 132.0","false","interacts with","201.0 (interacts with) 132.0"
"266","-1","interacts with","201.0 (interacts with) 170.0","false","interacts with","201.0 (interacts with) 170.0"
"265","-1","interacts with","201.0 (interacts with) 71.0","false","interacts with","201.0 (interacts with) 71.0"
"264","-1","interacts with","201.0 (interacts with) 130.0","false","interacts with","201.0 (interacts with) 130.0"
"263","-1","interacts with","201.0 (interacts with) 202.0","false","interacts with","201.0 (interacts with) 202.0"
"262","-1","interacts with","201.0 (interacts with) 18.0","false","interacts with","201.0 (interacts with) 18.0"
"261","-1","interacts with","201.0 (interacts with) 199.0","false","interacts with","201.0 (interacts with) 199.0"
"260","-1","interacts with","67.0 (interacts with) 92.0","false","interacts with","67.0 (interacts with) 92.0"
"259","-1","interacts with","67.0 (interacts with) 107.0","false","interacts with","67.0 (interacts with) 107.0"
"258","1","interacts with","67.0 (interacts with) 51.0","false","interacts with","67.0 (interacts with) 51.0"
"257","-1","interacts with","67.0 (interacts with) 69.0","false","interacts with","67.0 (interacts with) 69.0"
"256","-1","interacts with","67.0 (interacts with) 197.0","false","interacts with","67.0 (interacts with) 197.0"
"255","1","interacts with","67.0 (interacts with) 303.0","false","interacts with","67.0 (interacts with) 303.0"
"254","-1","interacts with","67.0 (interacts with) 119.0","false","interacts with","67.0 (interacts with) 119.0"
"253","-1","interacts with","67.0 (interacts with) 290.0","false","interacts with","67.0 (interacts with) 290.0"
"252","1","interacts with","67.0 (interacts with) 135.0","false","interacts with","67.0 (interacts with) 135.0"
"251","-1","interacts with","67.0 (interacts with) 88.0","false","interacts with","67.0 (interacts with) 88.0"
"250","-1","interacts with","67.0 (interacts with) 169.0","false","interacts with","67.0 (interacts with) 169.0"
"249","-1","interacts with","67.0 (interacts with) 122.0","false","interacts with","67.0 (interacts with) 122.0"
"248","-1","interacts with","67.0 (interacts with) 49.0","false","interacts with","67.0 (interacts with) 49.0"
"247","-1","interacts with","67.0 (interacts with) 10.0","false","interacts with","67.0 (interacts with) 10.0"
"246","-1","interacts with","67.0 (interacts with) 65.0","false","interacts with","67.0 (interacts with) 65.0"
"245","-1","interacts with","67.0 (interacts with) 231.0","false","interacts with","67.0 (interacts with) 231.0"
"244","-1","interacts with","95.0 (interacts with) 184.0","false","interacts with","95.0 (interacts with) 184.0"
"243","-1","interacts with","95.0 (interacts with) 147.0","false","interacts with","95.0 (interacts with) 147.0"
"242","-1","interacts with","95.0 (interacts with) 214.0","false","interacts with","95.0 (interacts with) 214.0"
"241","-1","interacts with","95.0 (interacts with) 99.0","false","interacts with","95.0 (interacts with) 99.0"
"240","7","interacts with","95.0 (interacts with) 98.0","false","interacts with","95.0 (interacts with) 98.0"
"239","-1","interacts with","95.0 (interacts with) 97.0","false","interacts with","95.0 (interacts with) 97.0"
"238","-1","interacts with","95.0 (interacts with) 96.0","false","interacts with","95.0 (interacts with) 96.0"
"237","-1","interacts with","95.0 (interacts with) 94.0","false","interacts with","95.0 (interacts with) 94.0"
"236","-1","interacts with","95.0 (interacts with) 23.0","false","interacts with","95.0 (interacts with) 23.0"
"235","-1","interacts with","95.0 (interacts with) 21.0","false","interacts with","95.0 (interacts with) 21.0"
"234","7","interacts with","95.0 (interacts with) 69.0","false","interacts with","95.0 (interacts with) 69.0"
"233","6","interacts with","95.0 (interacts with) 26.0","false","interacts with","95.0 (interacts with) 26.0"
"232","-1","interacts with","95.0 (interacts with) 201.0","false","interacts with","95.0 (interacts with) 201.0"
"231","-1","interacts with","115.0 (interacts with) 114.0","false","interacts with","115.0 (interacts with) 114.0"
"230","-1","interacts with","115.0 (interacts with) 158.0","false","interacts with","115.0 (interacts with) 158.0"
"229","-1","interacts with","115.0 (interacts with) 241.0","false","interacts with","115.0 (interacts with) 241.0"
"228","-1","interacts with","115.0 (interacts with) 108.0","false","interacts with","115.0 (interacts with) 108.0"
"227","-1","interacts with","215.0 (interacts with) 213.0","false","interacts with","215.0 (interacts with) 213.0"
"226","-1","interacts with","215.0 (interacts with) 212.0","false","interacts with","215.0 (interacts with) 212.0"
"225","-1","interacts with","215.0 (interacts with) 210.0","false","interacts with","215.0 (interacts with) 210.0"
"224","-1","interacts with","215.0 (interacts with) 214.0","false","interacts with","215.0 (interacts with) 214.0"
"223","4","interacts with","52.0 (interacts with) 335.0","false","interacts with","52.0 (interacts with) 335.0"
